0,335,100,26
1,1066,9,8
1,250,92,8
2,1062,2,8
2,980,4,4
2,779,1,8
2,574,3,8
2,35,4,3
2,264,4,5
4,1040,4,0
5,299,31,18
5,20,36,21
5,1073,45,13
5,199,44,14
9,133,2,9
11,495,2,0
11,600,6,0
15,596,83,17
15,452,13,14
15,573,1,8
16,924,0,0
16,602,0,0
16,436,1,0
17,989,3,12
17,84,1,12
20,819,0,14
20,1005,3,16
20,454,7,14
20,684,4,16
20,698,12,5
20,1073,9,12
20,1074,24,15
20,106,10,11
20,356,0,14
20,659,6,15
28,365,3,5
28,45,2,6
29,701,7,8
29,1079,2,9
31,74,13,9
31,335,110,22
35,779,3,0
37,351,0,0
37,111,0,0
37,533,1,0
39,909,11,1
39,558,18,1
40,703,1,0
40,1004,1,0
48,236,34,15
48,882,34,17
49,297,2,5
49,713,2,5
50,432,1,3
50,448,3,2
50,77,1,3
50,1033,2,3
50,707,2,3
50,53,5,3
53,753,7,6
53,538,6,8
53,1033,3,8
53,1040,4,10
53,86,8,2
53,1046,8,4
53,1072,7,6
53,914,6,9
53,621,7,6
53,638,5,8
53,640,6,9
53,667,4,8
53,367,4,10
53,509,5,10
53,650,8,2
53,655,5,8
53,860,5,8
53,345,8,3
53,754,5,9
53,814,8,2
53,66,5,8
58,904,1,0
58,1019,5,0
59,281,2,0
61,350,2,1
62,564,7,13
62,856,9,16
62,1092,6,12
62,578,12,17
62,520,3,11
62,769,13,16
62,563,43,18
62,738,43,15
62,1053,11,12
62,93,23,16
62,462,10,8
62,700,26,18
62,623,3,16
62,749,7,15
62,1096,5,13
62,690,0,14
62,193,1,13
62,198,7,9
66,533,2,2
66,1040,1,2
68,855,5,12
68,142,5,11
71,360,3,19
71,96,6,15
72,386,4,9
73,350,3,0
76,831,3,7
76,149,4,5
76,312,2,10
77,1040,2,0
80,805,0,0
80,533,1,0
80,1080,1,0
80,853,0,0
80,774,1,0
81,722,18,5
81,449,18,2
81,115,8,4
81,133,5,4
82,492,2,11
82,468,50,17
84,869,7,9
84,166,6,10
84,512,5,14
84,530,9,3
84,989,2,13
86,577,50,0
93,623,20,22
94,408,7,10
97,578,20,5
97,573,1,7
97,356,9,6
100,533,1,0
103,246,12,11
103,1092,10,15
103,578,8,19
103,573,11,11
103,1096,9,13
103,690,4,16
106,659,4,5
106,454,3,5
107,250,94,4
107,133,4,7
111,978,0,0
112,529,0,0
114,153,16,15
114,284,28,18
114,921,1,14
115,131,42,21
115,722,10,19
115,1010,10,1
115,133,3,13
115,325,12,19
115,208,2,11
115,800,4,17
115,449,10,14
118,470,583,12
119,462,15,8
119,690,5,14
120,878,1,9
122,577,48,1
123,1021,6,18
123,822,3,16
123,1022,6,18
123,355,3,16
125,856,2,18
127,835,2,2
128,878,13,13
129,743,0,0
129,569,0,0
131,765,23,26
131,712,43,23
131,133,45,16
131,291,6,32
131,349,78,30
131,185,42,20
131,372,40,22
131,669,45,26
131,359,78,30
131,295,22,25
131,174,45,13
131,656,33,18
133,566,4,14
133,250,90,10
133,349,123,10
133,1066,7,10
133,325,15,16
133,221,3,8
133,359,123,10
133,852,7,1
137,1009,1,0
137,907,1,0
137,1087,2,0
141,316,1,6
144,558,21,0
148,989,5,0
152,961,2,7
152,518,5,4
153,921,17,18
157,432,2,0
165,670,17,17
166,989,4,4
168,663,6,21
168,977,4,17
172,985,5,19
172,183,9,16
172,883,10,16
174,250,90,11
174,295,23,11
176,1052,4,8
177,596,86,9
182,205,10,12
182,498,30,14
182,885,4,10
182,741,12,11
183,985,4,15
183,883,1,15
183,184,1,13
184,985,3,12
185,765,19,13
185,656,9,11
187,705,0,3
187,558,18,3
189,850,6,0
189,573,3,0
189,599,11,0
193,1096,6,12
193,578,11,14
197,1009,0,0
197,907,0,0
197,820,1,0
198,393,1,6
199,299,13,7
205,885,14,10
205,741,2,19
205,882,10,17
206,676,0,0
206,471,1,0
206,533,1,0
206,774,1,0
211,469,14,8
214,647,0,0
215,335,100,26
221,449,10,14
223,500,2,1
223,575,1,1
225,533,0,1
231,449,19,0
236,882,0,10
237,533,4,6
238,961,12,9
238,1069,12,11
246,1092,2,5
246,578,20,5
246,738,51,5
246,526,51,5
246,652,0,7
246,1096,3,5
247,1009,5,8
250,291,39,24
250,349,33,29
250,1066,83,16
250,566,86,17
250,325,75,21
250,421,45,26
250,494,89,16
250,879,96,5
250,391,94,9
250,295,67,23
258,838,0,0
261,949,17,13
264,574,1,0
264,980,0,0
264,1062,2,0
264,779,3,0
265,602,1,0
265,436,0,0
266,1049,7,5
269,969,12,7
273,308,15,11
273,573,1,9
274,779,3,0
274,1080,1,0
279,748,8,2
279,551,13,2
283,690,2,15
284,347,36,15
284,921,29,21
289,767,5,3
291,669,39,24
291,421,6,30
291,656,39,16
295,867,25,12
295,669,67,23
295,378,26,16
299,1073,14,12
302,809,2,2
302,533,1,1
308,812,18,11
308,543,18,13
308,745,19,10
308,573,16,13
312,1027,0,5
316,596,86,2
316,452,16,2
320,1078,39,0
328,468,529,42
328,335,462,39
329,1080,1,0
329,779,3,0
330,909,6,20
330,511,15,25
330,480,15,13
334,952,6,13
335,470,462,39
335,691,462,39
335,735,97,27
335,740,462,39
335,965,124,10
335,626,100,32
335,940,103,41
335,847,89,38
335,999,122,18
335,1007,462,39
335,946,124,10
335,877,125,10
336,602,1,0
336,436,0,0
337,887,3,0
337,845,0,0
344,850,4,9
344,599,9,9
344,573,1,8
345,432,2,0
349,599,117,24
351,533,1,0
351,675,1,0
355,1021,3,12
355,1022,3,12
359,599,117,24
359,573,125,13
362,1044,0,4
362,450,1,5
362,802,2,4
363,546,4,18
363,449,14,11
365,847,37,0
366,779,3,0
367,538,2,6
375,533,1,0
375,853,0,0
393,573,1,5
399,435,6,8
406,533,1,0
413,688,1,2
413,533,1,1
417,961,3,10
420,1035,18,16
420,441,2,13
421,656,33,18
424,577,49,0
426,579,2,6
426,658,4,5
427,558,18,3
430,615,2,8
432,924,2,0
432,814,2,0
432,1094,1,0
435,768,5,8
435,609,0,9
435,670,1,8
436,924,1,0
436,602,1,0
441,923,2,12
443,734,13,21
444,557,0,0
444,802,0,0
447,540,1,0
450,773,1,1
452,596,70,27
452,573,14,11
459,535,3,16
459,615,0,8
462,818,15,0
462,690,10,0
462,623,13,0
464,748,0,17
464,768,1,13
468,470,529,44
468,1007,529,44
468,969,59,6
468,691,529,44
468,734,26,36
468,492,52,13
468,507,529,44
468,740,529,44
468,652,56,13
468,1095,47,28
469,482,6,23
470,940,359,40
470,1097,579,21
471,676,1,0
473,533,1,0
473,853,0,0
480,909,9,12
480,534,3,9
480,558,16,10
480,780,9,9
482,684,4,20
491,995,2,4
494,765,21,15
495,812,1,7
495,600,4,8
498,885,34,13
500,575,1,0
503,675,2,3
504,665,13,12
504,724,1,11
508,1083,9,10
511,909,21,27
511,558,14,23
512,989,7,15
515,599,8,10
515,573,0,10
520,856,12,12
520,765,20,14
520,656,10,10
522,596,86,9
522,819,10,10
526,1096,48,14
526,578,31,24
529,1040,4,0
533,762,1,0
533,840,1,0
533,774,0,0
533,978,1,0
533,779,2,0
533,853,1,0
533,638,2,0
533,723,0,0
533,730,0,0
533,805,1,0
533,809,1,0
533,642,1,0
533,675,0,0
534,558,19,0
538,640,0,3
538,667,2,3
538,1040,2,3
538,814,2,2
540,1019,3,0
543,573,2,4
548,985,9,0
550,684,39,25
550,918,50,15
550,573,51,14
551,748,5,17
552,1067,1,3
554,1029,8,8
558,579,14,9
558,909,7,20
558,607,16,11
558,658,20,5
558,780,7,20
561,1077,1,0
563,856,34,23
564,856,2,18
565,757,3,8
566,712,2,18
569,743,0,0
571,705,2,7
573,599,8,11
573,886,51,7
573,606,0,9
573,1056,5,7
573,769,20,10
573,867,0,6
573,749,0,7
573,624,4,6
573,1053,4,8
573,850,3,10
573,1028,0,7
573,856,16,10
573,1074,32,8
573,578,19,9
573,1064,4,8
573,1091,51,9
574,980,1,0
574,779,2,0
575,1067,1,0
578,738,31,23
578,1053,23,6
578,700,14,26
578,1096,17,14
579,658,6,5
582,1019,1,5
582,604,1,5
596,819,76,27
596,745,87,10
599,850,5,16
601,1061,0,0
601,987,1,0
601,984,2,0
602,924,0,0
604,1019,2,5
604,702,2,5
604,938,1,4
604,706,2,5
604,1026,2,4
606,930,3,8
607,909,9,10
613,767,2,3
617,675,0,0
621,1044,2,1
623,690,3,16
624,1028,4,0
631,973,7,13
632,943,5,15
640,667,2,0
640,1040,2,0
640,1072,1,0
651,735,13,24
653,713,6,8
655,1040,1,3
656,800,13,12
656,765,10,16
663,977,10,21
665,724,12,19
675,707,0,1
682,885,16,14
684,886,39,22
688,797,1,0
690,700,26,16
690,844,6,9
690,818,5,12
692,1040,3,0
693,856,21,0
693,909,14,0
700,856,17,27
701,1079,5,16
702,1019,4,0
706,1026,4,7
707,841,1,2
709,1078,38,3
712,765,20,13
713,857,6,0
723,779,2,0
738,1096,48,13
741,885,16,13
742,973,14,0
749,856,16,9
749,1053,4,11
754,1072,2,9
762,911,1,0
765,800,23,14
769,856,4,22
772,988,22,11
774,853,1,0
774,779,2,0
779,1088,3,3
779,980,3,4
779,1062,1,5
779,1080,2,5
794,924,0,0
805,853,0,0
809,914,2,0
826,1019,5,0
826,1026,1,0
829,985,4,14
829,883,1,13
831,1078,37,2
831,1009,1,1
847,1097,28,21
847,872,34,11
850,856,13,15
853,1080,1,0
856,1053,20,9
860,1040,1,3
870,1009,1,0
872,882,3,5
877,885,1,0
878,957,13,7
879,989,6,0
880,1001,3,10
880,1058,2,10
883,1049,4,12
886,918,50,14
905,973,9,7
907,1009,0,0
918,1091,50,11
923,1035,18,16
938,1019,3,0
938,1026,1,0
945,1019,2,2
945,1026,2,1
976,984,4,9
980,1062,2,0
1001,1058,1,0
1005,1074,27,29
1009,1027,2,0
1011,1033,3,3
1019,1026,4,7
1033,1040,1,7
1040,1094,3,6
